Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
Q9Y2U8	LEMD3 MAN1	Inner nuclear membrane protein Man1 (LEM domain-containing protein 3)	911	"DOMAIN 6..50; /note=""LEM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00313"""				
Q9NPC2	KCNK9 TASK3	Potassium channel subfamily K member 9 (Acid-sensitive potassium channel protein TASK-3) (TWIK-related acid-sensitive K(+) channel 3) (Two pore potassium channel KT3.2) (Two pore K(+) channel KT3.2)	374		"BINDING 93; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""1""; /evidence=""ECO:0000269|PubMed:38630723, ECO:0000312|PDB:8K1J""; BINDING 93; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""4""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 94; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""1""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 94; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 95; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 95; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 96; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 199; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""1""; /evidence=""ECO:0000269|PubMed:38630723, ECO:0000312|PDB:8K1J""; BINDING 199; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""4""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 200; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""1""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 200; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 201; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 201; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:P57789""; BINDING 202; /ligand=""K(+)""; /ligand_id=""ChEBI:CHEBI:29103""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:P57789"""			
Q9NQG7	HPS4 KIAA1667	BLOC-3 complex member HPS4 (Hermansky-Pudlak syndrome 4 protein) (Light-ear protein homolog)	708					
P10809	HSPD1 HSP60	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (Heat shock protein family D member 1) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)	573		"BINDING 75; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:25918392, ECO:0007744|PDB:4PJ1""; BINDING 111..115; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:25918392, ECO:0007744|PDB:4PJ1""; BINDING 440; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:25918392, ECO:0007744|PDB:4PJ1""; BINDING 520; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:25918392, ECO:0007744|PDB:4PJ1"""			
Q92833	JARID2 JMJ	Protein Jumonji (Jumonji/ARID domain-containing protein 2)	1246	"DOMAIN 557..598; /note=""JmjN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00537""; DOMAIN 621..713; /note=""ARID""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00355""; DOMAIN 884..1048; /note=""JmjC""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00538"""				
Q9UPP2	IQSEC3 KIAA1110	IQ motif and SEC7 domain-containing protein 3	1182	"DOMAIN 315..344; /note=""IQ""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00116""; DOMAIN 644..837; /note=""SEC7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00189""; DOMAIN 850..983; /note=""PH"""				
Q02556	IRF8 ICSBP1	Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (H-ICSBP) (ICSBP)	426					
P10721	KIT SCFR	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117)	976	"DOMAIN 27..112; /note=""Ig-like C2-type 1""; DOMAIN 121..205; /note=""Ig-like C2-type 2""; DOMAIN 212..308; /note=""Ig-like C2-type 3""; DOMAIN 317..410; /note=""Ig-like C2-type 4""; DOMAIN 413..507; /note=""Ig-like C2-type 5""; DOMAIN 589..937; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"BINDING 568; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; BINDING 596..603; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; BINDING 623; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; BINDING 671..677; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; BINDING 796; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; BINDING 797; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; BINDING 810; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420"""	"ACT_SITE 792; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028"""		
P14210	HGF HPTA	Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain]	728	"DOMAIN 37..123; /note=""PAN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00315""; DOMAIN 128..206; /note=""Kringle 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00121""; DOMAIN 211..288; /note=""Kringle 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00121""; DOMAIN 305..383; /note=""Kringle 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00121""; DOMAIN 391..469; /note=""Kringle 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00121""; DOMAIN 495..721; /note=""Peptidase S1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00274"""				
Q96JA1	LRIG1 LIG1	Leucine-rich repeats and immunoglobulin-like domains protein 1 (LIG-1)	1093	"DOMAIN 35..68; /note=""LRRNT""; DOMAIN 440..491; /note=""LRRCT""; DOMAIN 495..594; /note=""Ig-like C2-type 1""; DOMAIN 599..688; /note=""Ig-like C2-type 2""; DOMAIN 693..779; /note=""Ig-like C2-type 3"""			"REPEAT 69..90; /note=""LRR 1""; REPEAT 93..114; /note=""LRR 2""; REPEAT 116..137; /note=""LRR 3""; REPEAT 140..161; /note=""LRR 4""; REPEAT 164..185; /note=""LRR 5""; REPEAT 189..210; /note=""LRR 6""; REPEAT 212..233; /note=""LRR 7""; REPEAT 236..257; /note=""LRR 8""; REPEAT 260..281; /note=""LRR 9""; REPEAT 284..305; /note=""LRR 10""; REPEAT 308..329; /note=""LRR 11""; REPEAT 332..353; /note=""LRR 12""; REPEAT 356..378; /note=""LRR 13""; REPEAT 383..404; /note=""LRR 14""; REPEAT 407..428; /note=""LRR 15"""	
Q12840	KIF5A NKHC1	Kinesin heavy chain isoform 5A (EC 5.6.1.3) (Kinesin heavy chain neuron-specific 1) (Neuronal kinesin heavy chain) (NKHC)	1032	"DOMAIN 9..327; /note=""Kinesin motor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00283"""	"BINDING 86..93; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00283"""			
Q9Y608	LRRFIP2	Leucine-rich repeat flightless-interacting protein 2 (LRR FLII-interacting protein 2)	721					
Q92902	HPS1 HPS	BLOC-3 complex member HPS1 (Hermansky-Pudlak syndrome 1 protein)	700				"REPEAT 45..51; /note=""[DE]-X(4)-L-L 1""; REPEAT 147..153; /note=""[DE]-X(4)-L-L 2""; REPEAT 516..522; /note=""[DE]-X(4)-L-L 3""; REPEAT 644..650; /note=""[DE]-X(4)-L-L 4"""	
P42704	LRPPRC LRP130	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)	1394				"REPEAT 126..160; /note=""PPR 1""; REPEAT 161..195; /note=""PPR 2""; REPEAT 196..230; /note=""PPR 3""; REPEAT 231..265; /note=""PPR 4""; REPEAT 266..300; /note=""PPR 5""; REPEAT 301..335; /note=""PPR 6""; REPEAT 403..437; /note=""PPR 7""; REPEAT 438..472; /note=""PPR 8""; REPEAT 678..709; /note=""PPR 9""; REPEAT 710..746; /note=""PPR 10""; REPEAT 747..784; /note=""PPR 11""; REPEAT 785..820; /note=""PPR 12""; REPEAT 821..856; /note=""PPR 13""; REPEAT 954..988; /note=""PPR 14""; REPEAT 1031..1065; /note=""PPR 15""; REPEAT 1066..1102; /note=""PPR 16""; REPEAT 1103..1137; /note=""PPR 17""; REPEAT 1138..1175; /note=""PPR 18""; REPEAT 1176..1210; /note=""PPR 19""; REPEAT 1317..1351; /note=""PPR 20"""	
Q71RC2	LARP4 PP13296	La-related protein 4 (La ribonucleoprotein domain family member 4)	724	"DOMAIN 113..202; /note=""HTH La-type RNA-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00332""; DOMAIN 203..281; /note=""RRM"""				
Q8NDH6	ICA1L ALS2CR14 ALS2CR15	Islet cell autoantigen 1-like protein (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 14 protein) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 15 protein)	482	"DOMAIN 44..247; /note=""AH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00294"""				
P02545	LMNA LMN1	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	664	"DOMAIN 31..387; /note=""IF rod""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01188""; DOMAIN 428..545; /note=""LTD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01187"""				
Q8IYU2	HACE1 KIAA1320	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	909	"DOMAIN 574..909; /note=""HECT""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00104"""		"ACT_SITE 876; /note=""Glycyl thioester intermediate"""	"REPEAT 23..55; /note=""ANK 1""; /evidence=""ECO:0000269|PubMed:37537642, ECO:0000269|PubMed:38332367, ECO:0007744|PDB:8H8X, ECO:0007744|PDB:8HAE, ECO:0007744|PDB:8PWL""; REPEAT 64..93; /note=""ANK 2""; /evidence=""ECO:0000269|PubMed:37537642, ECO:0000269|PubMed:38332367, ECO:0007744|PDB:8H8X, ECO:0007744|PDB:8HAE, ECO:0007744|PDB:8PWL""; REPEAT 97..126; /note=""ANK 3""; /evidence=""ECO:0000269|PubMed:37537642, ECO:0000269|PubMed:38332367, ECO:0007744|PDB:8H8X, ECO:0007744|PDB:8HAE, ECO:0007744|PDB:8PWL""; REPEAT 130..159; /note=""ANK 4""; /evidence=""ECO:0000269|PubMed:37537642, ECO:0000269|PubMed:38332367, ECO:0007744|PDB:8H8X, ECO:0007744|PDB:8HAE, ECO:0007744|PDB:8PWL""; REPEAT 163..192; /note=""ANK 5""; /evidence=""ECO:0000269|PubMed:37537642, ECO:0000269|PubMed:38332367, ECO:0007744|PDB:8H8X, ECO:0007744|PDB:8HAE, ECO:0007744|PDB:8PWL""; REPEAT 196..226; /note=""ANK 6""; /evidence=""ECO:0000269|PubMed:37537642, ECO:0000269|PubMed:38332367, ECO:0007744|PDB:8H8X, ECO:0007744|PDB:8HAE, ECO:0007744|PDB:8PWL""; REPEAT 228..253; /note=""ANK 7""; /evidence=""ECO:0000269|PubMed:37537642, ECO:0000269|PubMed:38332367, ECO:0007744|PDB:8H8X, ECO:0007744|PDB:8HAE, ECO:0007744|PDB:8PWL"""	
