Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
P22830	FECH	Ferrochelatase, mitochondrial (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	423		"BINDING 115; /ligand=""protoporphyrin IX""; /ligand_id=""ChEBI:CHEBI:57306""; /evidence=""ECO:0000269|PubMed:17261801, ECO:0007744|PDB:2HRE""; BINDING 123; /ligand=""protoporphyrin IX""; /ligand_id=""ChEBI:CHEBI:57306""; /evidence=""ECO:0000269|PubMed:17261801, ECO:0007744|PDB:2HRE""; BINDING 130; /ligand=""protoporphyrin IX""; /ligand_id=""ChEBI:CHEBI:57306""; /evidence=""ECO:0000269|PubMed:17261801, ECO:0007744|PDB:2HRE""; BINDING 196; /ligand=""[2Fe-2S] cluster""; /ligand_id=""ChEBI:CHEBI:190135""; /evidence=""ECO:0000269|PubMed:11175906, ECO:0000269|PubMed:17261801, ECO:0007744|PDB:1HRK, ECO:0007744|PDB:2HRC""; BINDING 403; /ligand=""[2Fe-2S] cluster""; /ligand_id=""ChEBI:CHEBI:190135""; /evidence=""ECO:0000269|PubMed:11175906, ECO:0007744|PDB:1HRK""; BINDING 406; /ligand=""[2Fe-2S] cluster""; /ligand_id=""ChEBI:CHEBI:190135""; /evidence=""ECO:0000269|PubMed:11175906, ECO:0007744|PDB:1HRK""; BINDING 411; /ligand=""[2Fe-2S] cluster""; /ligand_id=""ChEBI:CHEBI:190135""; /evidence=""ECO:0000269|PubMed:11175906, ECO:0007744|PDB:1HRK"""	"ACT_SITE 230; /evidence=""ECO:0000269|PubMed:11175906""; ACT_SITE 383; /evidence=""ECO:0000269|PubMed:11175906"""		
P06241	FYN	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn)	537	"DOMAIN 82..143; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 149..246; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 271..524; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"BINDING 277..285; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 299; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 390; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028"""		
Q4VC44	FLYWCH1 KIAA1552	FLYWCH-type zinc finger-containing protein 1	716					"ZN_FING 116..174; /note=""FLYWCH-type 1""; ZN_FING 273..331; /note=""FLYWCH-type 2""; ZN_FING 421..479; /note=""FLYWCH-type 3""; ZN_FING 509..567; /note=""FLYWCH-type 4""; ZN_FING 600..658; /note=""FLYWCH-type 5"""
P0DP91	ERCC6	Chimeric ERCC6-PGBD3 protein (Chimeric CSB-PGBD3 protein)	1061					
P49326	FMO5	Flavin-containing monooxygenase 5 (FMO 5) (Baeyer-Villiger monooxygenase 1) (hBVMO1) (EC 1.14.13.-) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (EC 1.14.13.8) (Dimethylaniline oxidase 5) (NADPH oxidase) (EC 1.6.3.1)	533		"BINDING 10..14; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:Q9HFE4""; BINDING 33; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:Q9HFE4""; BINDING 41..42; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:Q9HFE4""; BINDING 62..63; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:Q9HFE4""; BINDING 196..199; /ligand=""NADP(+)""; /ligand_id=""ChEBI:CHEBI:58349""; /evidence=""ECO:0000250|UniProtKB:Q9HFE4"""			
Q7RTS9	DYM	Dymeclin (Dyggve-Melchior-Clausen syndrome protein)	669					
Q9NPR9	GPR108 LUSTR2	Protein GPR108 (Lung seven transmembrane receptor 2)	543					
Q7L8L6	FASTKD5 KIAA1792	Non-canonical pre-mRNAs endonuclease FASTKD5, mitochondrial (EC 3.1.27.-) (FAST kinase domain-containing protein 5, mitochondrial)	764	"DOMAIN 697..757; /note=""RAP""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00619"""				
P51114	FXR1	RNA-binding protein FXR1 (FMR1 autosomal homolog 1) (hFXR1p)	621	"DOMAIN 4..50; /note=""Agenet-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00973""; DOMAIN 63..115; /note=""Agenet-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00973""; DOMAIN 222..251; /note=""KH 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 285..314; /note=""KH 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117"""				
Q8WUU5	GATAD1 ODAG	GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein)	269					"ZN_FING 9..33; /note=""GATA-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00094"""
O43432	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)	1585	"DOMAIN 755..983; /note=""MIF4G""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00698""; DOMAIN 1221..1343; /note=""MI""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00698""; DOMAIN 1416..1585; /note=""W2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00695"""			"REPEAT 745..783; /note=""HEAT 1""; REPEAT 784..831; /note=""HEAT 2""; REPEAT 832..905; /note=""HEAT 3""; REPEAT 906..944; /note=""HEAT 4""; REPEAT 945..984; /note=""HEAT 5"""	
Q6PKX4	DOK6 DOK5L	Docking protein 6 (Downstream of tyrosine kinase 6)	331	"DOMAIN 8..112; /note=""PH""; DOMAIN 132..237; /note=""IRS-type PTB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00389"""				
Q96AE4	FUBP1	Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)	644	"DOMAIN 100..164; /note=""KH 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 185..251; /note=""KH 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 275..339; /note=""KH 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 376..443; /note=""KH 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117"""				
P49327	FASN FAS	Fatty acid synthase (EC 2.3.1.85) (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	2511	"DOMAIN 1..406; /note=""Ketosynthase family 3 (KS3)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01348""; DOMAIN 838..1108; /note=""PKS/mFAS DH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01363""; DOMAIN 2121..2198; /note=""Carrier""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00258"""	"BINDING 647..648; /ligand=""an acyl-CoA""; /ligand_id=""ChEBI:CHEBI:58342""; /evidence=""ECO:0000250|UniProtKB:P19096""; BINDING 671; /ligand=""an acyl-CoA""; /ligand_id=""ChEBI:CHEBI:58342""; /evidence=""ECO:0000250|UniProtKB:P19096""; BINDING 773; /ligand=""an acyl-CoA""; /ligand_id=""ChEBI:CHEBI:58342""; /evidence=""ECO:0000250|UniProtKB:P19096""; BINDING 1671..1688; /ligand=""NADP(+)""; /ligand_id=""ChEBI:CHEBI:58349""; /ligand_label=""1""; /ligand_note=""for enoyl reductase activity""; /evidence=""ECO:0000250""; BINDING 1886..1901; /ligand=""NADP(+)""; /ligand_id=""ChEBI:CHEBI:58349""; /ligand_label=""2""; /ligand_note=""for ketoreductase activity""; /evidence=""ECO:0000250"""	"ACT_SITE 161; /note=""For beta-ketoacyl synthase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01348""; ACT_SITE 293; /note=""For beta-ketoacyl synthase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01348""; ACT_SITE 331; /note=""For beta-ketoacyl synthase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01348""; ACT_SITE 581; /note=""For malonyltransferase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10022""; ACT_SITE 878; /note=""Proton acceptor; for dehydratase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01363""; ACT_SITE 1031; /note=""Proton donor; for dehydratase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01363""; ACT_SITE 2308; /note=""For thioesterase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10022, ECO:0000269|PubMed:17618296""; ACT_SITE 2481; /note=""For thioesterase activity""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10022"""		
Q9H3H5	DPAGT1 DPAGT2	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	408		"BINDING 44..46; /ligand=""UDP-N-acetyl-alpha-D-glucosamine""; /ligand_id=""ChEBI:CHEBI:57705""; /evidence=""ECO:0000269|PubMed:30388443""; BINDING 46; /ligand=""tunicamycin A1""; /ligand_id=""ChEBI:CHEBI:64245""; /ligand_note=""inhibitor""; /evidence=""ECO:0000269|PubMed:29459785, ECO:0007744|PDB:6BW5, ECO:0007744|PDB:6BW6""; BINDING 56; /ligand=""UDP-N-acetyl-alpha-D-glucosamine""; /ligand_id=""ChEBI:CHEBI:57705""; /evidence=""ECO:0000269|PubMed:30388443""; BINDING 119; /ligand=""tunicamycin A1""; /ligand_id=""ChEBI:CHEBI:64245""; /ligand_note=""inhibitor""; /evidence=""ECO:0000269|PubMed:29459785, ECO:0007744|PDB:6BW5""; BINDING 125; /ligand=""dolichyl phosphate""; /ligand_id=""ChEBI:CHEBI:57683""; /evidence=""ECO:0000305|PubMed:30388443""; BINDING 178..186; /ligand=""dolichyl phosphate""; /ligand_id=""ChEBI:CHEBI:57683""; /evidence=""ECO:0000305|PubMed:30388443""; BINDING 185; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000269|PubMed:30388443, ECO:0007744|PDB:6FWZ""; BINDING 185; /ligand=""tunicamycin A1""; /ligand_id=""ChEBI:CHEBI:64245""; /ligand_note=""inhibitor""; /evidence=""ECO:0000269|PubMed:29459785, ECO:0007744|PDB:6BW6""; BINDING 191; /ligand=""UDP-N-acetyl-alpha-D-glucosamine""; /ligand_id=""ChEBI:CHEBI:57705""; /evidence=""ECO:0000269|PubMed:30388443""; BINDING 252; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000269|PubMed:30388443, ECO:0007744|PDB:6FWZ""; BINDING 252; /ligand=""tunicamycin A1""; /ligand_id=""ChEBI:CHEBI:64245""; /ligand_note=""inhibitor""; /evidence=""ECO:0000269|PubMed:29459785, ECO:0007744|PDB:6BW5""; BINDING 301..303; /ligand=""UDP-N-acetyl-alpha-D-glucosamine""; /ligand_id=""ChEBI:CHEBI:57705""; /evidence=""ECO:0000269|PubMed:30388443""; BINDING 303; /ligand=""tunicamycin A1""; /ligand_id=""ChEBI:CHEBI:64245""; /ligand_note=""inhibitor""; /evidence=""ECO:0000269|PubMed:29459785, ECO:0007744|PDB:6BW5, ECO:0007744|PDB:6BW6"""			
P15311	EZR VIL2	Ezrin (Cytovillin) (Villin-2) (p81)	586	"DOMAIN 2..296; /note=""FERM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00084"""				
Q9HBU6	ETNK1 EKI1	Ethanolamine kinase 1 (EKI 1) (EC 2.7.1.82)	452					
P50440	GATM AGAT	Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)	423		"BINDING 170; /ligand=""arginine""; /ligand_id=""ChEBI:CHEBI:32696""; /evidence=""ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW""; BINDING 305; /ligand=""arginine""; /ligand_id=""ChEBI:CHEBI:32696""; /evidence=""ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW""; BINDING 322; /ligand=""arginine""; /ligand_id=""ChEBI:CHEBI:32696""; /evidence=""ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW""; BINDING 354; /ligand=""arginine""; /ligand_id=""ChEBI:CHEBI:32696""; /evidence=""ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW""; BINDING 355; /ligand=""arginine""; /ligand_id=""ChEBI:CHEBI:32696""; /evidence=""ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW"""	"ACT_SITE 254; /evidence=""ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW""; ACT_SITE 303; /evidence=""ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW""; ACT_SITE 407; /note=""Amidino-cysteine intermediate""; /evidence=""ECO:0000269|PubMed:9148748, ECO:0000269|PubMed:9218780, ECO:0007744|PDB:4JDW"""		
Q8NE31	FAM13C FAM13C1	Protein FAM13C	585					
Q13283	G3BP1 G3BP	Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1)	466	"DOMAIN 11..133; /note=""NTF2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00137""; DOMAIN 340..415; /note=""RRM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176"""				
Q8IYD8	FANCM KIAA1596	Fanconi anemia group M protein (Protein FACM) (EC 3.6.4.13) (ATP-dependent RNA helicase FANCM) (Fanconi anemia-associated polypeptide of 250 kDa) (FAAP250) (Protein Hef ortholog)	2048	"DOMAIN 98..266; /note=""Helicase ATP-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541""; DOMAIN 452..627; /note=""Helicase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00542"""	"BINDING 111..118; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541"""			
Q03468	ERCC6 CSB	DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)	1493	"DOMAIN 519..695; /note=""Helicase ATP-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541""; DOMAIN 843..1002; /note=""Helicase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00542"""	"BINDING 532..539; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541"""			
Q13144	EIF2B5 EIF2BE	Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon)	721	"DOMAIN 543..720; /note=""W2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00695"""				
Q8NFF5	FLAD1 PP591	Bifunctional FAD diphosphatase/FAD synthase [Includes: FAD diphosphatase (EC 3.6.1.18) (EC 3.6.1.22) (FAD pyrophosphatase) (FADPPase) (FADHy) (NADH diphosphatase); FAD synthase (FADSy) (EC 2.7.7.2) (FMN adenylyltransferase) (FMNAT) (Flavin adenine dinucleotide synthase)]	587		"BINDING 402; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000269|PubMed:38688286, ECO:0007744|PDB:8ROM""; BINDING 404; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 407; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 408; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 408; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 436; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 436; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000269|PubMed:38688286, ECO:0007744|PDB:8ROM""; BINDING 487; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 487; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000269|PubMed:38688286, ECO:0007744|PDB:8ROM""; BINDING 489; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 492; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 505; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000269|PubMed:38688286, ECO:0007744|PDB:8ROM""; BINDING 540; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 547; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 547; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250|UniProtKB:Q6FNA9""; BINDING 549; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000269|PubMed:38688286, ECO:0007744|PDB:8ROM"""			
O14653	GOSR2 GS27	Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin)	212					
P38435	GGCX GC	Vitamin K-dependent gamma-carboxylase (VKGC) (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase)	758		"BINDING 373; /ligand=""cholesterol""; /ligand_id=""ChEBI:CHEBI:16113""; /evidence=""ECO:0000269|PubMed:39880952, ECO:0007744|PDB:9BUM, ECO:0007744|PDB:9BUX""; BINDING 374; /ligand=""cholesterol""; /ligand_id=""ChEBI:CHEBI:16113""; /evidence=""ECO:0000269|PubMed:39880952, ECO:0007744|PDB:9BUM, ECO:0007744|PDB:9BUX"""	"ACT_SITE 218; /note=""Proton acceptor""; /evidence=""ECO:0000269|PubMed:17073445"""		
Q9UFP1	GASK1A C3orf41 FAM198A	Golgi-associated kinase 1A (Protein FAM198A)	575					
Q9UI08	EVL RNB6	Ena/VASP-like protein (Ena/vasodilator-stimulated phosphoprotein-like)	416	"DOMAIN 1..112; /note=""WH1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00410"""				
Q5T1M5	FKBP15 KIAA0674	FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)	1219	"DOMAIN 197..290; /note=""PPIase FKBP-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00277"""				
Q3B7T1	EDRF1 C10orf137	Erythroid differentiation-related factor 1	1238				"REPEAT 693..726; /note=""TPR 1""; REPEAT 914..953; /note=""TPR 2"""	
