Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
Q9NR30	DDX21	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	783	"DOMAIN 217..396; /note=""Helicase ATP-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541""; DOMAIN 429..573; /note=""Helicase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00542"""	"BINDING 230..237; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541"""		"REPEAT 724..728; /note=""1""; REPEAT 734..738; /note=""2""; REPEAT 744..748; /note=""3"""	
Q12860	CNTN1	Contactin-1 (Glycoprotein gp135) (Neural cell surface protein F3)	1018	"DOMAIN 41..131; /note=""Ig-like C2-type 1""; DOMAIN 137..223; /note=""Ig-like C2-type 2""; DOMAIN 241..326; /note=""Ig-like C2-type 3""; DOMAIN 331..407; /note=""Ig-like C2-type 4""; DOMAIN 413..500; /note=""Ig-like C2-type 5""; DOMAIN 504..601; /note=""Ig-like C2-type 6""; DOMAIN 606..704; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 709..806; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 811..906; /note=""Fibronectin type-III 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 907..1000; /note=""Fibronectin type-III 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316"""				
P35606	COPB2	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	906				"REPEAT 13..52; /note=""WD 1""; REPEAT 55..94; /note=""WD 2""; REPEAT 97..136; /note=""WD 3""; REPEAT 140..180; /note=""WD 4""; REPEAT 183..224; /note=""WD 5""; REPEAT 227..266; /note=""WD 6"""	
Q9H9E3	COG4	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)	785					
Q9NUU7	DDX19A DDX19L	ATP-dependent RNA helicase DDX19A (EC 3.6.4.13) (DDX19-like protein) (DEAD box protein 19A)	478	"DOMAIN 124..294; /note=""Helicase ATP-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541""; DOMAIN 305..473; /note=""Helicase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00542"""	"BINDING 118; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 137..144; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541""; BINDING 428; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 431; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250"""			
P35221	CTNNA1	Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)	906					
P32321	DCTD	Deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	178	"DOMAIN 14..145; /note=""CMP/dCMP-type deaminase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01083"""	"BINDING 84; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000269|Ref.11, ECO:0007744|PDB:2W4L""; BINDING 110; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000269|Ref.11, ECO:0007744|PDB:2W4L""; BINDING 113; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000269|Ref.11, ECO:0007744|PDB:2W4L"""	"ACT_SITE 86; /note=""Proton donor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01083"""		
Q9H9A5	CNOT10	CCR4-NOT transcription complex subunit 10	744					
P60953	CDC42	Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)	191		"BINDING 13; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 13; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 14; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 14; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 15; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 15; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 16; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 16; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 17; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 17; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 17; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|Ref.51, ECO:0007744|PDB:1AM4, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA""; BINDING 18; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 18; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 35; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AM4, ECO:0007744|PDB:1DOA""; BINDING 60; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 61; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 116; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:19745154, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:2WMN""; BINDING 116; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 118; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 118; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 158; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMN""; BINDING 159; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 159; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO""; BINDING 160; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:10211824, ECO:0000269|PubMed:10676816, ECO:0000269|PubMed:19745154, ECO:0000269|Ref.51, ECO:0007744|PDB:1A4R, ECO:0007744|PDB:1AN0, ECO:0007744|PDB:1DOA, ECO:0007744|PDB:2WMN""; BINDING 160; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000269|PubMed:19745154, ECO:0007744|PDB:2WMO"""			
O75718	CRTAP CASP	Cartilage-associated protein	401					
Q5TID7	CCDC181 C1orf114	Coiled-coil domain-containing protein 181	509					
O14646	CHD1	ATP-dependent chromatin remodeler CHD1 (EC 3.6.4.-) (Chromo domain-containing protein 1) (CHD-1)	1710	"DOMAIN 272..364; /note=""Chromo 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00053""; DOMAIN 389..452; /note=""Chromo 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00053""; DOMAIN 493..663; /note=""Helicase ATP-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541""; DOMAIN 792..943; /note=""Helicase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00542"""	"BINDING 506..513; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541"""		"REPEAT 1628..1632; /note=""1""; REPEAT 1634..1638; /note=""2""; REPEAT 1640..1644; /note=""3"""	
Q9UFW8	CGGBP1 CGGBP	CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein)	167					
Q9Y592	CEP83 CCDC41	Centrosomal protein of 83 kDa (Cep83) (Coiled-coil domain-containing protein 41) (Renal carcinoma antigen NY-REN-58)	701					
Q70SY1	CREB3L2 BBF2H7	Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) (BBF2 human homolog on chromosome 7) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2]	520	"DOMAIN 294..357; /note=""bZIP""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00978"""				
Q9P2H0	CEP126 KIAA1377	Centrosomal protein of 126 kDa	1117					
Q8IW35	CEP97 LRRIQ2	Centrosomal protein of 97 kDa (Cep97) (Leucine-rich repeat and IQ domain-containing protein 2)	865	"DOMAIN 211..249; /note=""LRRCT""; DOMAIN 558..587; /note=""IQ""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00116"""			"REPEAT 37..58; /note=""LRR 1""; REPEAT 59..80; /note=""LRR 2""; REPEAT 81..102; /note=""LRR 3""; REPEAT 103..124; /note=""LRR 4""; REPEAT 125..146; /note=""LRR 5""; REPEAT 147..168; /note=""LRR 6""; REPEAT 171..192; /note=""LRR 7""; REPEAT 196..205; /note=""LRR 8"""	
Q9Y222	DMTF1 DMP1	Cyclin-D-binding Myb-like transcription factor 1 (hDMTF1) (Cyclin-D-interacting Myb-like protein 1) (hDMP1)	760	"DOMAIN 225..263; /note=""Myb-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00133""; DOMAIN 268..333; /note=""HTH myb-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00625""; DOMAIN 339..388; /note=""Myb-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00133"""				
Q9NPF5	DMAP1 KIAA1425	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	467	"DOMAIN 149..199; /note=""SANT"""				
Q14247	CTTN EMS1	Src substrate cortactin (Amplaxin) (Oncogene EMS1)	550	"DOMAIN 492..550; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192"""			"REPEAT 80..116; /note=""Cortactin 1""; REPEAT 117..153; /note=""Cortactin 2""; REPEAT 154..190; /note=""Cortactin 3""; REPEAT 191..227; /note=""Cortactin 4""; REPEAT 228..264; /note=""Cortactin 5""; REPEAT 265..301; /note=""Cortactin 6""; REPEAT 302..324; /note=""Cortactin 7; truncated"""	
O60832	DKC1 NOLA4	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	514	"DOMAIN 296..371; /note=""PUA""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00161"""		"ACT_SITE 125; /note=""Nucleophile""; /evidence=""ECO:0000250|UniProtKB:P60340"""		
P68400	CSNK2A1 CK2A1	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	391	"DOMAIN 39..324; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"BINDING 45..53; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 68; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 156; /note=""Proton acceptor"""		
Q12959	DLG1	Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg)	904	"DOMAIN 4..64; /note=""L27""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00365""; DOMAIN 224..310; /note=""PDZ 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00143""; DOMAIN 319..405; /note=""PDZ 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00143""; DOMAIN 466..546; /note=""PDZ 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00143""; DOMAIN 581..651; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 714..889; /note=""Guanylate kinase-like""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00100"""				
O76039	CDKL5 STK9	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)	960	"DOMAIN 13..297; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"BINDING 19..27; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 42; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 135; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027"""		
O95628	CNOT4 NOT4	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	575	"DOMAIN 109..189; /note=""RRM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176"""				"ZN_FING 14..57; /note=""RING-type; degenerate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00175""; ZN_FING 190..217; /note=""C3H1-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00723"""
Q86WJ1	CHD1L ALC1	ATP-dependent chromatin remodeler CHD1L (EC 3.6.4.-) (Amplified in liver cancer protein 1) (Chromo domain-containing protein 1-like)	897	"DOMAIN 58..223; /note=""Helicase ATP-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541""; DOMAIN 351..513; /note=""Helicase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00542""; DOMAIN 704..897; /note=""Macro""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00490"""	"BINDING 71..78; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00541"""			
Q8N8E3	CEP112 CCDC46	Centrosomal protein of 112 kDa (Cep112) (Coiled-coil domain-containing protein 46)	955					
Q8N137	CNTROB LIP8 PP1221	Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8)	903					
P36544	CHRNA7 NACHRA7	Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7)	502		"BINDING 42; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:33735609, ECO:0000269|PubMed:38382524, ECO:0007744|PDB:7KOX, ECO:0007744|PDB:8UT1, ECO:0007744|PDB:8UZJ, ECO:0007744|PDB:8V80, ECO:0007744|PDB:8V88, ECO:0007744|PDB:8V8A, ECO:0007744|PDB:8V8D""; BINDING 44; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:33735609, ECO:0000269|PubMed:38382524, ECO:0007744|PDB:7KOX, ECO:0007744|PDB:8UT1, ECO:0007744|PDB:8UZJ, ECO:0007744|PDB:8V80, ECO:0007744|PDB:8V82, ECO:0007744|PDB:8V8A, ECO:0007744|PDB:8V8D""; BINDING 172; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:38382524, ECO:0007744|PDB:8UT1, ECO:0007744|PDB:8UZJ, ECO:0007744|PDB:8V80, ECO:0007744|PDB:8V82, ECO:0007744|PDB:8V88, ECO:0007744|PDB:8V8C, ECO:0007744|PDB:8V8D""; BINDING 210; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:38382524, ECO:0007744|PDB:8V8D"""			
P43155	CRAT CAT1	Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.137) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)	626		"BINDING 419; /ligand=""CoA""; /ligand_id=""ChEBI:CHEBI:57287""; /evidence=""ECO:0000250|UniProtKB:P47934""; BINDING 423..430; /ligand=""CoA""; /ligand_id=""ChEBI:CHEBI:57287""; /evidence=""ECO:0000250|UniProtKB:P47934""; BINDING 452; /ligand=""(R)-carnitine""; /ligand_id=""ChEBI:CHEBI:16347""; /evidence=""ECO:0000269|PubMed:15099582""; BINDING 454; /ligand=""(R)-carnitine""; /ligand_id=""ChEBI:CHEBI:16347""; /evidence=""ECO:0000269|PubMed:15099582""; BINDING 456; /ligand=""CoA""; /ligand_id=""ChEBI:CHEBI:57287""; /evidence=""ECO:0000250|UniProtKB:P47934""; BINDING 465; /ligand=""(R)-carnitine""; /ligand_id=""ChEBI:CHEBI:16347""; /evidence=""ECO:0000269|PubMed:15099582""; BINDING 504; /ligand=""CoA""; /ligand_id=""ChEBI:CHEBI:57287""; /evidence=""ECO:0000250|UniProtKB:P47934""; BINDING 555; /ligand=""CoA""; /ligand_id=""ChEBI:CHEBI:57287""; /evidence=""ECO:0000250|UniProtKB:P47934"""	"ACT_SITE 343; /note=""Proton acceptor""; /evidence=""ECO:0000305"""		
