Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
O95487	SEC24B	Protein transport protein Sec24B (SEC24-related protein B)	1268		"BINDING 605; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0007744|PDB:3EH1""; BINDING 608; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0007744|PDB:3EH1""; BINDING 626; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0007744|PDB:3EH1""; BINDING 629; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0007744|PDB:3EH1"""		"REPEAT 1141..1213; /note=""Gelsolin-like""; /evidence=""ECO:0000255"""	
Q9BQI5	SGIP1	SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein)	828	"DOMAIN 559..827; /note=""MHD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00404"""				
Q9NQZ5	STARD7 GTT1	StAR-related lipid transfer protein 7, mitochondrial (STARD7, mitochodrial) (Gestational trophoblastic tumor protein 1) (START domain-containing protein 7) (StARD7) (StarD7-I) [Cleaved into: StAR-related lipid transfer protein 7, mature (STARD7, mature) (StarD7-II)]	370	"DOMAIN 112..327; /note=""START""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00197"""				
Q9Y5W7	SNX14	Sorting nexin-14	946	"DOMAIN 130..304; /note=""PXA""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00147, ECO:0000255|PROSITE-ProRule:PRU00553""; DOMAIN 336..468; /note=""RGS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00171""; DOMAIN 570..690; /note=""PX""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00147"""				
O95630	STAMBP AMSH	STAM-binding protein (EC 3.4.19.-) (Associated molecule with the SH3 domain of STAM) (Endosome-associated ubiquitin isopeptidase)	424	"DOMAIN 257..388; /note=""MPN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182"""	"BINDING 335; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182""; BINDING 337; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182""; BINDING 348; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182""; BINDING 350; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q96FJ0""; BINDING 390; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q96FJ0""; BINDING 396; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q96FJ0""; BINDING 398; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q96FJ0"""			
P23246	SFPQ PSF	Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)	707	"DOMAIN 297..369; /note=""RRM 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176""; DOMAIN 371..452; /note=""RRM 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176"""			"REPEAT 9..11; /note=""1""; REPEAT 19..21; /note=""2""; REPEAT 25..27; /note=""3"""	
Q12765	SCRN1 KIAA0193	Secernin-1	414			"ACT_SITE 9; /evidence=""ECO:0000255"""		
Q9UQ13	SHOC2 KIAA0862	Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog)	582				"REPEAT 101..122; /note=""LRR 1""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 124..145; /note=""LRR 2""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 147..169; /note=""LRR 3""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 170..191; /note=""LRR 4""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 193..214; /note=""LRR 5""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 216..237; /note=""LRR 6""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 239..260; /note=""LRR 7""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 262..283; /note=""LRR 8""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 285..307; /note=""LRR 9""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 308..329; /note=""LRR 10""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 332..353; /note=""LRR 11""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 356..377; /note=""LRR 12""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 380..400; /note=""LRR 13""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 403..424; /note=""LRR 14""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 426..448; /note=""LRR 15""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 449..470; /note=""LRR 16""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 472..494; /note=""LRR 17""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 495..516; /note=""LRR 18""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 518..540; /note=""LRR 19""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI""; REPEAT 542..563; /note=""LRR 20""; /evidence=""ECO:0000269|PubMed:35768504, ECO:0000269|PubMed:35830882, ECO:0000269|PubMed:35831509, ECO:0000269|PubMed:36175670, ECO:0007744|PDB:7SD0, ECO:0007744|PDB:7SD1, ECO:0007744|PDB:7T7A, ECO:0007744|PDB:7TVF, ECO:0007744|PDB:7TVG, ECO:0007744|PDB:7TXH, ECO:0007744|PDB:7TYG, ECO:0007744|PDB:7UPI"""	
P63162	SNRPN HCERN3 SMN	Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein)	240	"DOMAIN 4..86; /note=""Sm""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01346"""			REPEAT 175..181; REPEAT 191..196; REPEAT 216..221; REPEAT 222..228; REPEAT 230..236	
Q9NRC8	SIRT7 SIR2L7	NAD-dependent protein deacetylase sirtuin-7 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-7) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 7) (SIR2-like protein 7)	400	"DOMAIN 82..329; /note=""Deacetylase sirtuin-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00236"""	"BINDING 107..126; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000250|UniProtKB:Q9NXA8""; BINDING 167..170; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000250|UniProtKB:Q9NXA8""; BINDING 195; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00236""; BINDING 198; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00236""; BINDING 225; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00236""; BINDING 228; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00236""; BINDING 268..270; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000250|UniProtKB:Q9NXA8""; BINDING 297..299; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000250|UniProtKB:Q9NXA8""; BINDING 315; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000250|UniProtKB:Q9NXA8"""	"ACT_SITE 187; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:16618798, ECO:0000269|PubMed:22722849, ECO:0000269|PubMed:26867678, ECO:0000269|PubMed:30944854"""		
Q08945	SSRP1 FACT80	FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160)	709					
Q8N2Y8	RUSC2 KIAA0375	AP-4 complex accessory subunit RUSC2 (Interacting protein of Rab1) (Iporin) (RUN and SH3 domain-containing protein 2)	1516	"DOMAIN 1031..1175; /note=""RUN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00178""; DOMAIN 1447..1506; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192"""				
P61619	SEC61A1 SEC61A	Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)	476					
Q9Y274	ST3GAL6 SIAT10	Type 2 lactosamine alpha-2,3-sialyltransferase (EC 2.4.3.6) (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (ST3GalVI) (Sialyltransferase 10)	331					
Q9P270	SLAIN2 KIAA1458	SLAIN motif-containing protein 2	581					
Q9Y6Y8	SEC23IP MSTP053	SEC23-interacting protein (p125)	1000	"DOMAIN 644..707; /note=""SAM""; DOMAIN 779..989; /note=""DDHD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00378"""				
Q8N5C8	TAB3 MAP3K7IP3	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3)	712	"DOMAIN 8..51; /note=""CUE""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00468"""				"ZN_FING 682..712; /note=""RanBP2-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00322"""
