Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
Q9Y5Y2	NUBP2	Cytosolic Fe-S cluster assembly factor NUBP2 (Nucleotide-binding protein 2) (NBP 2)	271		"BINDING 22..29; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03039""; BINDING 196; /ligand=""[4Fe-4S] cluster""; /ligand_id=""ChEBI:CHEBI:49883""; /ligand_note=""ligand shared between dimeric partners""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03039""; BINDING 199; /ligand=""[4Fe-4S] cluster""; /ligand_id=""ChEBI:CHEBI:49883""; /ligand_note=""ligand shared between dimeric partners""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03039"""			
Q14244	MAP7	Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7)	749					
P35580	MYH10	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	1976	"DOMAIN 31..81; /note=""Myosin N-terminal SH3-like""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01190""; DOMAIN 85..783; /note=""Myosin motor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00782""; DOMAIN 786..815; /note=""IQ""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00116"""	"BINDING 178..185; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255"""			
P05165	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)	728	"DOMAIN 62..509; /note=""Biotin carboxylation""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00969""; DOMAIN 181..378; /note=""ATP-grasp""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; DOMAIN 653..728; /note=""Biotinyl-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01066"""	"BINDING 177; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 209..270; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 261; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 296; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 336; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 336; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 349; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 349; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 349; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 349; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 351; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 351; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00409""; BINDING 409; /ligand=""biotin""; /ligand_id=""ChEBI:CHEBI:57586""; /evidence=""ECO:0000250|UniProtKB:Q5LUF3"""	"ACT_SITE 349; /evidence=""ECO:0000250"""		
Q9UBU9	NXF1 TAP	Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)	619	"DOMAIN 119..198; /note=""RRM""; DOMAIN 386..536; /note=""NTF2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00137""; DOMAIN 565..619; /note=""TAP-C""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00611"""			"REPEAT 266..291; /note=""LRR 1""; REPEAT 292..315; /note=""LRR 2""; REPEAT 316..343; /note=""LRR 3""; REPEAT 344..371; /note=""LRR 4"""	
Q06413	MEF2C	Myocyte-specific enhancer factor 2C (Myocyte enhancer factor 2C)	473	"DOMAIN 3..57; /note=""MADS-box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00251"""				
Q68EN5	MATCAP1 KIAA0895L MATCAP	Microtubule-associated tyrosine carboxypeptidase 1 (EC 3.4.17.17) (Microtubule-associated tyrosine carboxypeptidase)	471		"BINDING 280; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000269|PubMed:35482892, ECO:0007744|PDB:7Z6S""; BINDING 285; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000269|PubMed:35482892, ECO:0007744|PDB:7Z6S""; BINDING 316; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000269|PubMed:35482892, ECO:0007744|PDB:7Z6S"""	"ACT_SITE 281; /note=""Nucleophile""; /evidence=""ECO:0000269|PubMed:35482892"""		
Q9H2K0	MTIF3 DC38	Translation initiation factor IF-3, mitochondrial (IF-3(Mt)) (IF-3Mt) (IF3(mt)) (IF3mt)	278					
Q14764	MVP LRP	Major vault protein (MVP) (Lung resistance-related protein)	893	"DOMAIN 519..646; /note=""MVP shoulder""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV"""			"REPEAT 2..49; /note=""MVP 1""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 50..111; /note=""MVP 2""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 112..164; /note=""MVP 3""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 165..217; /note=""MVP 4""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 218..272; /note=""MVP 5""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 273..323; /note=""MVP 6""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 324..379; /note=""MVP 7""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 380..457; /note=""MVP 8""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV""; REPEAT 458..520; /note=""MVP 9""; /evidence=""ECO:0000269|PubMed:40691181, ECO:0007744|PDB:9BW5, ECO:0007744|PDB:9BW6, ECO:0007744|PDB:9BW7, ECO:0007744|PDB:9MXH, ECO:0007744|PDB:9MXJ, ECO:0007744|PDB:9MXV"""	
Q13724	MOGS GCS1	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)	837			"ACT_SITE 583; /note=""Proton donor""; /evidence=""ECO:0000250|UniProtKB:Q80UM7""; ACT_SITE 807; /note=""Proton acceptor""; /evidence=""ECO:0000250|UniProtKB:Q80UM7"""		
Q8TDF5	NETO1 BTCL1	Neuropilin and tolloid-like protein 1 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 1)	533	"DOMAIN 41..155; /note=""CUB 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00059""; DOMAIN 172..287; /note=""CUB 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00059""; DOMAIN 291..327; /note=""LDL-receptor class A""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124"""				
Q9H3J6	MTRFR C12orf65 My030	Mitochondrial translation release factor in rescue	166					
Q5TEU4	NDUFAF5 C20orf7	Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)	345					
Q70IA8	MOB3C MOBKL2C	MOB kinase activator 3C (Mob1 homolog 2C) (Mps one binder kinase activator-like 2C)	216		"BINDING 82; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250""; BINDING 87; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250""; BINDING 164; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250""; BINDING 169; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250"""			
Q8TE76	MORC4 ZCW4 ZCWCC2	MORC family CW-type zinc finger protein 4 (Zinc finger CW-type coiled-coil domain protein 2) (Zinc finger CW-type domain protein 4)	937		"BINDING 429; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00454""; BINDING 432; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00454""; BINDING 453; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00454""; BINDING 464; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00454"""			"ZN_FING 420..472; /note=""CW-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00454"""
P06748	NPM1 NPM	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	294					
Q9NQU5	PAK6 PAK5	Serine/threonine-protein kinase PAK 6 (EC 2.7.11.1) (PAK-5) (p21-activated kinase 6) (PAK-6)	681	"DOMAIN 12..25; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 407..658; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"BINDING 413..421; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 436; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 526; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""		
Q5VVJ2	MYSM1 KIAA1915	Deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)	828	"DOMAIN 116..167; /note=""SANT""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00624""; DOMAIN 372..470; /note=""SWIRM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00247""; DOMAIN 577..709; /note=""MPN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182"""	"BINDING 656; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182""; BINDING 658; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182""; BINDING 669; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_note=""catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01182"""			
Q6VY07	PACS1 KIAA1175	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	963					
Q8WTW4	NPRL2 TUSC4	GATOR1 complex protein NPRL2 (Gene 21 protein) (G21 protein) (Nitrogen permease regulator 2-like protein) (NPR2-like protein) (Tumor suppressor candidate 4)	380		"BINDING 78; /ligand=""GDP""; /ligand_id=""ChEBI:CHEBI:58189""; /evidence=""ECO:0000269|PubMed:35338845, ECO:0007744|PDB:7T3C"""			
O75665	OFD1 CXorf5	Centriole and centriolar satellite protein OFD1 (Oral-facial-digital syndrome 1 protein) (Protein 71-7A)	1012	"DOMAIN 70..102; /note=""LisH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00126"""				
Q7Z494	NPHP3 KIAA2000	Nephrocystin-3	1330				"REPEAT 471..504; /note=""TPR 1""; REPEAT 885..918; /note=""TPR 2""; REPEAT 920..942; /note=""TPR 3""; REPEAT 943..976; /note=""TPR 4""; REPEAT 985..1018; /note=""TPR 5""; REPEAT 1027..1060; /note=""TPR 6""; REPEAT 1093..1126; /note=""TPR 7""; REPEAT 1135..1168; /note=""TPR 8""; REPEAT 1177..1210; /note=""TPR 9""; REPEAT 1219..1252; /note=""TPR 10""; REPEAT 1261..1294; /note=""TPR 11"""	
Q8IW45	NAXD CARKD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein) (NAD(P)HX dehydratase)	347	"DOMAIN 53..344; /note=""YjeF C-terminal""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03157"""	"BINDING 153; /ligand=""(6S)-NADPHX""; /ligand_id=""ChEBI:CHEBI:64076""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03157""; BINDING 206..212; /ligand=""(6S)-NADPHX""; /ligand_id=""ChEBI:CHEBI:64076""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03157""; BINDING 246..250; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03157""; BINDING 265..274; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03157""; BINDING 275; /ligand=""(6S)-NADPHX""; /ligand_id=""ChEBI:CHEBI:64076""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03157"""			
P51003	PAPOLA PAP	Poly(A) polymerase alpha (PAP-alpha) (EC 2.7.7.19) (Polynucleotide adenylyltransferase alpha)	745		"BINDING 100..102; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 109; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 113..115; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 113; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000250""; BINDING 113; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""2""; /ligand_note=""catalytic""; /evidence=""ECO:0000250""; BINDING 115; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000250""; BINDING 115; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""2""; /ligand_note=""catalytic""; /evidence=""ECO:0000250""; BINDING 167; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 167; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_label=""2""; /ligand_note=""catalytic""; /evidence=""ECO:0000250""; BINDING 228; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 237; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250""; BINDING 246..247; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250"""			
Q9Y483	MTF2 PCL2	Metal-response element-binding transcription factor 2 (Metal regulatory transcription factor 2) (Metal-response element DNA-binding protein M96) (Polycomb-like protein 2) (hPCl2)	593	"DOMAIN 44..101; /note=""Tudor"""				"ZN_FING 102..157; /note=""PHD-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00146""; ZN_FING 201..255; /note=""PHD-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00146"""
Q7Z628	NET1 ARHGEF8	Neuroepithelial cell-transforming gene 1 protein (Proto-oncogene p65 Net1) (Rho guanine nucleotide exchange factor 8)	596	"DOMAIN 174..356; /note=""DH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00062""; DOMAIN 386..501; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145"""				
O15294	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	1046		"BINDING 849; /ligand=""UDP""; /ligand_id=""ChEBI:CHEBI:58223""; /evidence=""ECO:0000269|PubMed:23103939, ECO:0007744|PDB:4GYW""; BINDING 852; /ligand=""UDP""; /ligand_id=""ChEBI:CHEBI:58223""; /evidence=""ECO:0000269|PubMed:23103939, ECO:0007744|PDB:4GYW""; BINDING 906..908; /ligand=""UDP""; /ligand_id=""ChEBI:CHEBI:58223""; /evidence=""ECO:0000269|PubMed:23103939, ECO:0007744|PDB:4GYW""; BINDING 911..914; /ligand=""UDP""; /ligand_id=""ChEBI:CHEBI:58223""; /evidence=""ECO:0000269|PubMed:23103939, ECO:0007744|PDB:4GYW""; BINDING 930..932; /ligand=""UDP""; /ligand_id=""ChEBI:CHEBI:58223""; /evidence=""ECO:0000269|PubMed:23103939, ECO:0007744|PDB:4GYW""; BINDING 935; /ligand=""UDP""; /ligand_id=""ChEBI:CHEBI:58223""; /evidence=""ECO:0000269|PubMed:23103939, ECO:0007744|PDB:4GYW"""	"ACT_SITE 508; /note=""Proton acceptor""; /evidence=""ECO:0000305|PubMed:21240259, ECO:0000305|PubMed:26678539"""	"REPEAT 21..54; /note=""TPR 1""; REPEAT 89..122; /note=""TPR 2""; REPEAT 123..156; /note=""TPR 3""; REPEAT 157..190; /note=""TPR 4""; REPEAT 191..224; /note=""TPR 5""; REPEAT 225..258; /note=""TPR 6""; REPEAT 259..292; /note=""TPR 7""; REPEAT 293..326; /note=""TPR 8""; REPEAT 327..360; /note=""TPR 9""; REPEAT 361..394; /note=""TPR 10""; REPEAT 395..428; /note=""TPR 11""; REPEAT 429..462; /note=""TPR 12""; REPEAT 463..473; /note=""TPR 13; truncated"""	
P55209	NAP1L1 NRP	Nucleosome assembly protein 1-like 1 (Histone H2A-H2B chaperone NAP1L1) (NAP-1-related protein) (hNRP)	391					
Q9UHC7	MKRN1 RNF61	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	482					"ZN_FING 55..82; /note=""C3H1-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00723""; ZN_FING 84..111; /note=""C3H1-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00723""; ZN_FING 208..235; /note=""C3H1-type 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00723""; ZN_FING 281..335; /note=""RING-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00175""; ZN_FING 364..393; /note=""C3H1-type 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00723"""
Q9H115	NAPB SNAPB	Beta-soluble NSF attachment protein (SNAP-beta) (N-ethylmaleimide-sensitive factor attachment protein beta)	298					
P52701	MSH6 GTBP	DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	1360	"DOMAIN 92..154; /note=""PWWP""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00162"""	"BINDING 1134..1141; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255"""			
