Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
P42336	PIK3CA	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide 3-kinase alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	1068	"DOMAIN 16..105; /note=""PI3K-ABD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00877""; DOMAIN 187..289; /note=""PI3K-RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00879""; DOMAIN 330..487; /note=""C2 PI3K-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00880""; DOMAIN 517..694; /note=""PIK helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00878""; DOMAIN 765..1051; /note=""PI3K/PI4K catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00269"""				
Q9UKY4	POMT2	Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2)	750	"DOMAIN 334..390; /note=""MIR 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00131""; DOMAIN 403..459; /note=""MIR 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00131""; DOMAIN 464..521; /note=""MIR 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00131"""				
Q33E94	RFX4	Transcription factor RFX4 (Regulatory factor X 4) (Testis development protein NYD-SP10)	735					
Q5UIP0	RIF1	Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog)	2472					
O00469	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)	737	"DOMAIN 644..737; /note=""Fe2OG dioxygenase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00805"""	"BINDING 666; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00805""; BINDING 668; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00805""; BINDING 718; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00805"""	"ACT_SITE 728; /evidence=""ECO:0000255"""		
P48380	RFX3	Transcription factor RFX3 (Regulatory factor X 3)	749					
Q99460	PSMD1	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	953				"REPEAT 403..436; /note=""PC 1""; REPEAT 441..474; /note=""PC 2""; REPEAT 476..510; /note=""PC 3""; REPEAT 511..545; /note=""PC 4""; REPEAT 547..580; /note=""PC 5""; REPEAT 581..616; /note=""PC 6""; REPEAT 617..649; /note=""PC 7""; REPEAT 651..685; /note=""PC 8""; REPEAT 686..726; /note=""PC 9""; REPEAT 729..761; /note=""PC 10"""	
P22694	PRKACB	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	351	"DOMAIN 44..298; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 299..351; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618"""	"BINDING 50..58; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 73; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 167; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027"""		
Q15147	PLCB4	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)	1175	"DOMAIN 313..463; /note=""PI-PLC X-box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00270""; DOMAIN 565..681; /note=""PI-PLC Y-box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00271""; DOMAIN 684..809; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041"""		"ACT_SITE 328; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00270""; ACT_SITE 375; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00270"""		
P49796	RGS3	Regulator of G protein signaling 3 (RGP3) (RGS3)	1198	"DOMAIN 137..256; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 299..376; /note=""PDZ""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00143""; DOMAIN 1073..1198; /note=""RGS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00171"""				
Q9BWF3	RBM4 RBM4A	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	364	"DOMAIN 2..72; /note=""RRM 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176""; DOMAIN 78..148; /note=""RRM 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176"""				"ZN_FING 160..177; /note=""CCHC-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00047"""
Q8TDP1	RNASEH2C AYP1	Ribonuclease H2 subunit C (RNase H2 subunit C) (Aicardi-Goutieres syndrome 3 protein) (AGS3) (RNase H1 small subunit) (Ribonuclease HI subunit C)	164					
Q99569	PKP4	Plakophilin-4 (p0071)	1192				"REPEAT 415..455; /note=""ARM 1""; REPEAT 518..557; /note=""ARM 2""; REPEAT 560..599; /note=""ARM 3""; REPEAT 604..644; /note=""ARM 4""; REPEAT 660..702; /note=""ARM 5""; REPEAT 706..751; /note=""ARM 6""; REPEAT 815..855; /note=""ARM 7""; REPEAT 862..901; /note=""ARM 8""; REPEAT 950..993; /note=""ARM 9"""	
Q7Z7A4	PXK	PX domain-containing protein kinase-like protein (Modulator of Na,K-ATPase) (MONaKA)	578	"DOMAIN 14..126; /note=""PX""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00147""; DOMAIN 88..481; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 548..567; /note=""WH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00406"""				
Q14123	PDE1C	Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C (Cam-PDE 1C) (EC 3.1.4.17) (Hcam3)	709	"DOMAIN 151..528; /note=""PDEase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01192"""	"BINDING 232; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q01064""; BINDING 268; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q01064""; BINDING 269; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250|UniProtKB:Q01064""; BINDING 269; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q01064""; BINDING 376; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q01064"""	"ACT_SITE 228; /note=""Proton donor""; /evidence=""ECO:0000250|UniProtKB:O76083"""		
P54136	RARS1 RARS	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	660		"BINDING 200..202; /ligand=""L-arginine""; /ligand_id=""ChEBI:CHEBI:32682""; /evidence=""ECO:0000269|PubMed:24859084, ECO:0007744|PDB:4Q2T""; BINDING 211; /ligand=""L-arginine""; /ligand_id=""ChEBI:CHEBI:32682""; /evidence=""ECO:0000269|PubMed:24859084, ECO:0007744|PDB:4Q2T""; BINDING 384; /ligand=""L-arginine""; /ligand_id=""ChEBI:CHEBI:32682""; /evidence=""ECO:0000269|PubMed:24859084, ECO:0007744|PDB:4Q2T""; BINDING 388; /ligand=""L-arginine""; /ligand_id=""ChEBI:CHEBI:32682""; /evidence=""ECO:0000269|PubMed:24859084, ECO:0007744|PDB:4Q2T""; BINDING 412; /ligand=""L-arginine""; /ligand_id=""ChEBI:CHEBI:32682""; /evidence=""ECO:0000269|PubMed:24859084, ECO:0007744|PDB:4Q2T"""			
Q5SGD2	PPM1L PP2CE	Protein phosphatase 1L (EC 3.1.3.16) (Protein phosphatase 1-like) (Protein phosphatase 2C isoform epsilon) (PP2C-epsilon)	360	"DOMAIN 92..351; /note=""PPM-type phosphatase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01082"""	"BINDING 128; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000250""; BINDING 128; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000250""; BINDING 129; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000250""; BINDING 302; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000250""; BINDING 342; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000250"""			
O60260	PRKN PARK2	E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2)	465	"DOMAIN 1..76; /note=""Ubiquitin-like""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00214"""	"BINDING 238; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 241; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 253; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 257; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 260; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 263; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 289; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 293; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 332; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 337; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 352; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 360; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 365; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 368; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 373; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 377; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 418; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 421; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 436; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 441; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 446; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917""; BINDING 449; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 457; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; BINDING 461; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221"""	"ACT_SITE 431; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221, ECO:0000269|PubMed:23770917"""		"ZN_FING 141..225; /note=""RING-type 0; atypical""; ZN_FING 238..293; /note=""RING-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; ZN_FING 313..377; /note=""IBR-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221""; ZN_FING 418..449; /note=""RING-type 2; atypical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01221"""
O43148	RNMT KIAA0398	mRNA cap guanine-N(7) methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p)	476	"DOMAIN 167..475; /note=""mRNA cap 0 methyltransferase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00895"""	"BINDING 176..177; /ligand=""mRNA""; /ligand_id=""ChEBI:CHEBI:33699""; /ligand_part=""mRNA cap""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00895""; BINDING 180; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00895, ECO:0000269|PubMed:27422871, ECO:0007744|PDB:3BGV, ECO:0007744|PDB:5E9J, ECO:0007744|PDB:5E9W""; BINDING 205; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00895, ECO:0000269|PubMed:27422871, ECO:0007744|PDB:3BGV, ECO:0007744|PDB:5E9J, ECO:0007744|PDB:5E9W""; BINDING 227; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00895, ECO:0000269|PubMed:27422871, ECO:0007744|PDB:3BGV, ECO:0007744|PDB:5E9J, ECO:0007744|PDB:5E9W""; BINDING 261; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000269|PubMed:27422871, ECO:0007744|PDB:3BGV, ECO:0007744|PDB:5E9J, ECO:0007744|PDB:5E9W""; BINDING 284; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000269|PubMed:27422871, ECO:0007744|PDB:3BGV, ECO:0007744|PDB:5E9J, ECO:0007744|PDB:5E9W""; BINDING 289; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000269|PubMed:27422871, ECO:0007744|PDB:3BGV, ECO:0007744|PDB:5E9J, ECO:0007744|PDB:5E9W"""			
Q13237	PRKG2 PRKGR2	cGMP-dependent protein kinase 2 (cGK 2) (cGK2) (EC 2.7.11.12) (cGMP-dependent protein kinase II) (cGKII)	762	"DOMAIN 453..711; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 712..762; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618"""	"BINDING 232..235; /ligand=""3',5'-cyclic AMP""; /ligand_id=""ChEBI:CHEBI:58165""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0007744|PDB:5C6C""; BINDING 232..235; /ligand=""3',5'-cyclic GMP""; /ligand_id=""ChEBI:CHEBI:57746""; /ligand_label=""1""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0007744|PDB:5C8W""; BINDING 242..243; /ligand=""3',5'-cyclic AMP""; /ligand_id=""ChEBI:CHEBI:58165""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0007744|PDB:5C6C""; BINDING 242..243; /ligand=""3',5'-cyclic GMP""; /ligand_id=""ChEBI:CHEBI:57746""; /ligand_label=""1""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0007744|PDB:5C8W""; BINDING 347; /ligand=""3',5'-cyclic GMP""; /ligand_id=""ChEBI:CHEBI:57746""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0000312|PDB:5BV6""; BINDING 356..359; /ligand=""3',5'-cyclic GMP""; /ligand_id=""ChEBI:CHEBI:57746""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0007744|PDB:5BV6""; BINDING 366..367; /ligand=""3',5'-cyclic GMP""; /ligand_id=""ChEBI:CHEBI:57746""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0007744|PDB:5BV6""; BINDING 412; /ligand=""3',5'-cyclic GMP""; /ligand_id=""ChEBI:CHEBI:57746""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0000312|PDB:5BV6""; BINDING 415; /ligand=""3',5'-cyclic GMP""; /ligand_id=""ChEBI:CHEBI:57746""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:26769964, ECO:0000312|PDB:5BV6""; BINDING 459..467; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 482; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 576; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027"""		
O94844	RHOBTB1 KIAA0740	Rho-related BTB domain-containing protein 1 (EC 3.6.5.2)	696	"DOMAIN 266..427; /note=""BTB 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00037""; DOMAIN 485..552; /note=""BTB 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00037"""	"BINDING 24; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 26; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 27; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 28; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 28; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 52; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 52; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 84; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 87; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 143; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586""; BINDING 190; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:P61586"""			
Q6NSI4	RADX CXorf57	RPA-related protein RADX (RPA-related and RAD51-antagonist, X-chromosome)	855					
O75688	PPM1B PP2CB	Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta)	479	"DOMAIN 23..295; /note=""PPM-type phosphatase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01082"""	"BINDING 60; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000250""; BINDING 60; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:18058037, ECO:0007744|PDB:2P8E""; BINDING 61; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000250""; BINDING 243; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:18058037, ECO:0007744|PDB:2P8E""; BINDING 286; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:18058037, ECO:0007744|PDB:2P8E"""			
